wikipedia_movie_id,freebase_movie_id,movie_name,movie_release_date,movie_box_office_revenue_x,movie_runtime,movie_languages,movie_countries,movie_genres
975900,/m/03vyhn,Ghosts of Mars,2001.0,14010832.0,98.0,['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Horror', 'Adventure', 'Supernatural', 'Action', 'Space western']"
10408933,/m/02qc0j7,Alexander's Ragtime Band,1938.0,3600000.0,106.0,['English Language'],['United States of America'],"['Musical', 'Comedy', 'Black-and-white']"
171005,/m/016ywb,Henry V,1989.0,10161099.0,137.0,['English Language'],['United Kingdom'],"['Costume drama', 'War film', 'Epic', 'Period piece', 'Drama', 'Film adaptation']"
77856,/m/0kcn7,Mary Poppins,1964.0,102272727.0,139.0,['English Language'],['United States of America'],"[""Children's/Family"", 'Musical', 'Fantasy', 'Comedy', 'Drama', 'Family Film', ""Children's Fantasy""]"
612710,/m/02wjqm,New Rose Hotel,1999.0,21521.0,92.0,['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Future noir', 'Indie', 'Erotic thriller', 'Fantasy', 'Film adaptation', 'Drama']"
156558,/m/014k4y,Baby Boy,2001.0,29381649.0,123.0,['English Language'],['United States of America'],"['Crime Fiction', 'Drama', 'Coming of age']"
1364293,/m/04wy0v,They Knew What They Wanted,1940.0,932000.0,96.0,['English Language'],['United States of America'],"['Romance Film', 'Marriage Drama', 'Drama', 'Black-and-white']"
261237,/m/01mrrd,The Gods Must Be Crazy,1980.0,34331783.0,109.0,"['Afrikaans Language', 'English Language']",['South Africa'],"['Adventure', 'Action/Adventure', 'Indie', 'World cinema', 'Cult', 'Adventure Comedy', 'Comedy', 'Slapstick']"
12008535,/m/02vlsqt,Rudo y Cursi,2008.0,11091868.0,103.0,['Spanish Language'],"['Mexico', 'United States of America']","['Sports', 'Drama', 'Family Drama', 'Comedy-drama', 'Comedy']"
4951456,/m/0cws46,Kinjite: Forbidden Subjects,1989.0,3416846.0,97.0,['English Language'],['United States of America'],"['Crime Fiction', 'Action/Adventure', 'Action', 'Thriller']"
5708633,/m/0f0d1p,The Great New Wonderful,2006.0,172055.0,87.0,['English Language'],['United States of America'],"['Drama', 'Ensemble Film', 'Comedy-drama', 'Indie']"
12053509,/m/02vn81r,Loverboy,1989.0,3960327.0,98.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy']"
7364373,/m/0kv612,The Covered Wagon,1923.0,3500000.0,23.0,['English Language'],['United States of America'],"['Short Film', 'Epic Western', 'Western', 'Silent film', 'Indie']"
7028314,/m/0h10pz,The Little Hut,1957.0,3600000.0,90.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy']"
12788657,/m/02x4zpv,The Boston Strangler,1968.0,17810894.0,116.0,['English Language'],['United States of America'],"['Crime Fiction', 'Mystery', 'Thriller', 'Drama', 'Crime Thriller']"
3873713,/m/0b4f1s,Lee Dae-ro Can't Die,2005.0,4736013.0,108.0,['Korean Language'],['South Korea'],"['Action', 'Comedy']"
164387,/m/015wmg,...And Justice for All,1979.0,33300000.0,120.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Comedy-drama', 'Mystery', 'Satire', 'Drama', 'Comedy', 'Legal drama', 'Courtroom Drama', 'New Hollywood', 'Suspense']"
24282217,/m/07sb8_t,The Naked Kitchen,2009.0,638181.0,102.0,['Korean Language'],['South Korea'],"['World cinema', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']"
7767613,/m/026ccts,Star!,1968.0,4000000.0,176.0,['English Language'],['United States of America'],"['Biography', 'Musical', 'Drama', 'Biopic [feature]', 'Biographical film', 'Musical Drama']"
164388,/m/015wmt,The Great Santini,1979.0,4702575.0,115.0,['English Language'],['United States of America'],"['Family Drama', 'Drama']"
22985953,/m/064kyn2,Beachhead,1954.0,1400000.0,90.0,[],['United States of America'],"['Action/Adventure', 'Action', 'Drama', 'Film adaptation', 'War film']"
3550323,/m/09kzfd,Things to Do in Denver When You're Dead,1995.0,529677.0,115.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Crime Comedy', 'Gangster Film', 'Comedy', 'Crime Thriller', 'Suspense']"
1765938,/m/05v5ws,Convoy,1978.0,45000000.0,111.0,['English Language'],['United States of America'],"['Action/Adventure', 'Action', 'Drama', 'Comedy']"
1305819,/m/04rjwf,C.H.U.D.,1984.0,4650000.0,96.0,['English Language'],['United States of America'],"['Monster movie', 'Natural horror films', 'Science Fiction', 'B-movie', 'Creature Film', 'Cult', 'Drama', 'Horror', 'Slasher']"
1031231,/m/03_wh5,"Black Cat, White Cat",1998.0,351447.0,135.0,"['Romani language', 'Italian Language', 'Serbo-Croatian', 'Bulgarian Language', 'Serbian language', 'German Language']","['France', 'Yugoslavia', 'Germany']","['Romantic comedy', 'Comedy', 'Music', 'Comedy of Errors', 'Romance Film', 'Slapstick']"
6305925,/m/0g08ws,The Astronaut Farmer,2006.0,11130889.0,104.0,"['English Language', 'Spanish Language']",['United States of America'],"['Science Fiction', 'Americana', 'Drama', 'Adventure', 'Indie']"
196176,/m/01bwgr,Straw Dogs,1971.0,11148828.0,118.0,['English Language'],"['United States of America', 'United Kingdom']","['Thriller', 'Drama']"
748616,/m/03813g,"Spring, Summer, Fall, Winter... and Spring",2003.0,9524745.0,95.0,['Korean Language'],"['South Korea', 'Germany']","['Drama', 'World cinema']"
31505444,/m/09vv2_n,Blockade,1938.0,665523.0,85.0,[],['United States of America'],"['Adventure', 'Action/Adventure', 'Drama', 'War film', 'Romantic drama', 'Romance Film', 'Action']"
336846,/m/01xlqd,Grease,1978.0,394589888.0,225.0,['English Language'],['United States of America'],"['Romantic comedy', 'LGBT', 'Musical', 'Comedy', 'Romance Film', 'Teen']"
3033993,/m/08m1s2,Becoming Jane,2007.0,37311672.0,112.0,['English Language'],"['Ireland', 'United Kingdom']","['Biography', 'Costume drama', 'Period piece', 'Drama', 'Biopic [feature]', 'Romantic drama', 'Romance Film', 'Biographical film']"
103021,/m/0p_sc,Midnight Express,1978.0,35000000.0,121.0,"['French Language', 'English Language']","['United States of America', 'United Kingdom']","['Thriller', 'LGBT', 'Indie', 'Crime Fiction', 'Escape Film', 'Biopic [feature]', 'Drama', 'Biographical film', 'Prison', 'Adventure']"
1940449,/m/067p6m,RoboCop 3,1993.0,10600000.0,105.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Science Fiction', 'Superhero movie', 'Action/Adventure', 'Action']"
6703617,/m/0gj6pd,The Forbidden Kingdom,2008.0,127906624.0,105.0,"['Standard Mandarin', 'English Language', 'Standard Cantonese']","['United States of America', 'Hong Kong', 'China']","['Wuxia', 'Fantasy Adventure', 'Adventure', 'Action/Adventure', 'Period piece', 'Martial Arts Film', 'Fantasy', 'Romance Film', 'Action', 'Chinese Movies']"
362719,/m/01_mdl,Superman,1978.0,300218018.0,151.0,['English Language'],"['United States of America', 'United Kingdom']","['Science Fiction', 'Adventure', 'Superhero movie', 'Action/Adventure', 'Family Film', 'Action']"
4459059,/m/0c3lr0,Trial and Error,1997.0,14598571.0,99.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Slapstick', 'Comedy', 'Indie']"
3681139,/m/09v460,Necessary Roughness,1991.0,26255594.0,108.0,['English Language'],['United States of America'],"['Sports', 'Comedy']"
5549065,/m/0ds11z,Sweeney Todd: The Demon Barber of Fleet Street,2007.0,152523164.0,117.0,['English Language'],"['United States of America', 'United Kingdom']","['Crime Fiction', 'Tragedy', 'Horror', 'Supernatural', 'Musical', 'Drama']"
171058,/m/016z5x,Chaplin,1992.0,9493259.0,145.0,['English Language'],"['France', 'United States of America', 'Italy', 'United Kingdom']","['Biography', 'Indie', 'Costume drama', 'Period piece', 'Drama', 'Biopic [feature]', 'Biographical film']"
2608958,/m/07rf_1,Nothing to Lose,1997.0,44480039.0,97.0,['English Language'],['United States of America'],"['Crime Fiction', 'Action/Adventure', 'Action', 'Buddy film', 'Comedy']"
2546429,/m/07m7j8,Friday the 13th: The Final Chapter,1984.0,32980880.0,91.0,['English Language'],['United States of America'],"['Cult', 'Horror', 'Slasher', 'Teen']"
31686022,/m/04j35n6,I'm Losing You,1998.0,13996.0,81.0,['English Language'],['United States of America'],"['Ensemble Film', 'Family Drama', 'Drama', 'Indie', 'Film adaptation']"
24416479,/m/07s7_c0,Beastmaster 2: Through the Portal of Time,1991.0,869235.0,107.0,['English Language'],['United States of America'],"['Sword and sorcery', 'Science Fiction', 'Action', 'Fantasy', 'Adventure']"
12490207,/m/02w8rhv,Over the Rainbow,2002.0,2549834.0,109.0,"['Korean Language', 'Cantonese']",['South Korea'],"['Romantic comedy', 'Thriller', 'World cinema', 'Drama', 'Romantic drama', 'Romance Film']"
3883051,/m/0b4y0r,National Lampoon's Class Reunion,1982.0,10054150.0,84.0,['English Language'],['United States of America'],"['Parody', 'Indie', 'Gross-out film', 'Satire', 'Comedy', 'Gross out', 'Slasher', 'Horror Comedy']"
1033297,/m/0401sg,Resident Evil,2002.0,102441078.0,100.0,['English Language'],"['United States of America', 'France', 'Canada', 'United Kingdom', 'Germany']","['Thriller', 'Science Fiction', 'Horror', 'Adventure', 'Doomsday film', 'Sci-Fi Horror', 'Creature Film', 'Plague', 'Zombie Film', 'Action']"
207680,/m/01dh6f,Nell,1994.0,106683817.0,112.0,['English Language'],['United States of America'],['Drama']
1858682,/m/061nbd,Monkey Business,1952.0,2000000.0,97.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Screwball comedy', 'Comedy', 'Black-and-white']"
7235116,/m/0kv17w,Someone to Watch Over Me,1987.0,10278549.0,106.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller', 'Romantic drama']"
5254729,/m/0db2z1,I Could Never Be Your Woman,2007.0,9576495.0,97.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Drama', 'Comedy']"
19168185,/m/04ldc1b,9 Dead Gay Guys,2003.0,26377.0,83.0,['English Language'],['United Kingdom'],"['LGBT', 'Gay', 'Gay Interest', 'Comedy', 'Gay Themed', 'Black comedy']"
27504492,/m/0gkss5y,Cyrano Agency,2010.0,17917697.0,119.0,['Korean Language'],['South Korea'],"['Romantic comedy', 'Drama']"
20506905,/m/04zy_f7,Perrier's Bounty,2010.0,160430.0,88.0,['English Language'],"['Ireland', 'United Kingdom']","['Thriller', 'Crime Fiction', 'Crime Comedy', 'Action/Adventure', 'Drama', 'Comedy', 'Crime Thriller', 'Action']"
6004372,/m/0fk60h,Grace of My Heart,1996.0,617632.0,116.0,['English Language'],['United States of America'],"['Film à clef', 'Period piece', 'Musical', 'Drama', 'Comedy', 'Feminist Film', 'Musical Drama', 'Indie']"
12091274,/m/02vpjr8,Puccini for Beginners,2007.0,110864.0,81.0,['English Language'],['United States of America'],"['Romantic comedy', 'LGBT', 'Indie', 'Screwball comedy', 'Gay', 'Gay Interest', 'Comedy', 'Gay Themed', 'Romance Film']"
7582987,/m/0kvbs2,The Ghost of Slumber Mountain,,100000.0,19.0,['English Language'],['United States of America'],"['Short Film', 'Science Fiction', 'Silent film', 'Indie', 'Black-and-white']"
24021571,/m/07kbj2s,Just Wright,2010.0,21570263.0,101.0,['English Language'],['United States of America'],"['Romantic comedy', 'Sports', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']"
1226289,/m/04k12v,Bless the Child,2000.0,40443010.0,107.0,['English Language'],"['United States of America', 'Germany']","['Thriller', 'Mystery', 'Horror', 'Supernatural']"
3475071,/m/09fgyt,The Program,1993.0,23032565.0,112.0,"['German Language', 'English Language']",['United States of America'],"['Sports', 'Action', 'Drama']"
44218,/m/0c1p3,San Francisco,1936.0,2868000.0,115.0,['English Language'],['United States of America'],"['Disaster', 'Romance Film', 'Drama', 'Natural disaster', 'Black-and-white']"
7752732,/m/0kvgjd,The Comebacks,2007.0,13539154.0,84.0,['English Language'],['United States of America'],"['Parody', 'Sports', 'Comedy']"
3809621,/m/0b13hz,Brides,2004.0,4928000.0,121.0,"['Greek Language', 'Turkish Language', 'English Language', 'Russian Language']",['Greece'],"['Romantic drama', 'Romance Film', 'Drama', 'World cinema']"
1307956,/m/04rq8l,Stage Beauty,2004.0,2153070.0,109.0,['English Language'],"['United States of America', 'United Kingdom', 'Germany']","['LGBT', 'Romantic comedy', 'Comedy of manners', 'Comedy-drama', 'Period piece', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']"
2216254,/m/06wmyc,Jefferson in Paris,1995.0,2473668.0,134.0,['English Language'],"['France', 'United States of America', 'United Kingdom']","['Biography', 'Costume drama', 'Historical fiction', 'Period piece', 'Drama', 'Romantic drama', 'Romance Film', 'Political drama']"
28530363,/m/0crs5bt,The Way,2010.0,4430765.0,123.0,"['English Language', 'Spanish Language']","['United States of America', 'Spain']","['Drama', 'Adventure', 'Comedy']"
30548208,/m/0g9wdmc,The Iron Lady,2011.0,114943631.0,104.0,['English Language'],"['France', 'United Kingdom']","['Biography', 'Drama']"
1964091,/m/069dl1,Next,2007.0,76066841.0,95.0,"['French Language', 'German Language', 'English Language']",['United States of America'],"['Thriller', 'Science Fiction', 'Action']"
6721185,/m/0gkjmf,Go Fish,1994.0,2408311.0,83.0,['English Language'],['United States of America'],"['Romantic comedy', 'LGBT', 'Indie', 'Black-and-white', 'Drama', 'Comedy', 'Romance Film']"
3917900,/m/0b6qmv,The Contract,2006.0,5549200.0,96.0,['English Language'],"['United States of America', 'Germany']","['Crime Fiction', 'Thriller', 'Action/Adventure', 'Drama', 'Suspense', 'Crime Thriller', 'Action']"
22358819,/m/05szq8z,Clash of the Titans,2010.0,493214993.0,96.0,['English Language'],"['United States of America', 'United Kingdom']","['Adventure', 'Remake', 'Action/Adventure', 'Fantasy', 'Drama', 'Action']"
706803,/m/034f7w,G.I. Jane,1997.0,97169156.0,125.0,['English Language'],['United States of America'],"['Action', 'Drama']"
20206687,/m/04ygt38,Never a Dull Moment,1950.0,1425000.0,89.0,['English Language'],['United States of America'],"['Romance Film', 'Comedy']"
1851703,/m/060__7,Snow Falling on Cedars,1999.0,23049593.0,125.0,"['Japanese Language', 'German Language', 'English Language']",['United States of America'],"['Thriller', 'Crime Fiction', 'Mystery', 'Period piece', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film', 'Courtroom Drama']"
3917873,/m/0b6qm3,Chitty Chitty Bang Bang,1968.0,7800000.0,144.0,['English Language'],['United Kingdom'],"['Musical', 'Family Film', 'Fantasy', 'Comedy', 'Family-Oriented Adventure']"
444919,/m/02991z,The Redhead from Wyoming,1953.0,1100000.0,81.0,['English Language'],['United States of America'],"['Action/Adventure', 'Western', 'Action', 'Romance Film']"
3670013,/m/09thsq,Harlow,1965.0,1000000.0,109.0,['English Language'],['United States of America'],"['Biographical film', 'Biography', 'Drama', 'Black-and-white']"
11599737,/m/02rl3k7,26 Years Diary,2007.0,3614835.0,131.0,"['Japanese Language', 'Korean Language']","['Japan', 'South Korea']","['Drama', 'Biographical film', 'Japanese Movies']"
1033477,/m/040280,Godsend,2004.0,30114487.0,102.0,['English Language'],"['United States of America', 'Canada']","['Thriller', 'Science Fiction', 'Horror', 'Sci-Fi Horror', 'Psychological thriller', 'Drama']"
24300269,/m/07s52n0,Track 29,1988.0,429028.0,90.0,['English Language'],"['United States of America', 'United Kingdom']",['Drama']
28010827,/m/0c3tkft,Open Season 3,2010.0,7399925.0,75.0,['English Language'],['United States of America'],"['Computer Animation', 'Family Film', 'Animation']"
1097249,/m/045rsk,Don't Knock the Rock,1956.0,1200000.0,84.0,['English Language'],['United States of America'],['Musical']
6973699,/m/0gzfhh,And God Created Woman,1988.0,717376.0,97.0,['English Language'],['United States of America'],"['Romantic comedy', 'Drama', 'Remake', 'Indie', 'Comedy']"
33096336,/m/0h66h0p,"Jeff, Who Lives at Home",2011.0,4269426.0,83.0,['English Language'],['United States of America'],['Comedy film']
22592501,/m/05zptkl,The Eclipse,2009.0,128937.0,86.0,['English Language'],"['Ireland', 'United Kingdom']","['Thriller', 'Drama', 'Romance Film', 'Horror', 'Supernatural']"
9104619,/m/027xs8k,Palmy Days,1931.0,1600000.0,77.0,['English Language'],['United States of America'],"['Musical', 'Drama', 'Comedy', 'Black-and-white']"
24207129,/m/07l50_1,A Single Man,2009.0,24964890.0,101.0,"['English Language', 'Spanish Language']",['United States of America'],"['LGBT', 'Romantic drama', 'Romance Film', 'Drama', 'Film adaptation']"
4572965,/m/0c9jj9,Hostel 2,2007.0,35619521.0,94.0,"['Czech Language', 'Italian Language', 'English Language', 'Slovak Language']",['United States of America'],"['Thriller', 'Cult', 'Horror', 'Slasher']"
5884079,/m/0fbrd7,Bangkok Dangerous,2008.0,82486154.0,97.0,"['English Language', 'Thai Language']",['United States of America'],"['Crime Fiction', 'Thriller', 'Gangster Film', 'Action/Adventure', 'Crime Thriller', 'Action']"
15670779,/m/03np63f,The House of Mirth,2000.0,3041803.0,140.0,[],['United Kingdom'],"['Black-and-white', 'Period piece', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']"
399402,/m/023p33,Cinderella,1950.0,85000000.0,74.0,['English Language'],['United States of America'],"['Romance Film', 'Fantasy', 'Family Film', 'Musical', 'Animation']"
22224559,/m/07ykkx5,The Last Song,2010.0,89041656.0,107.0,['English Language'],['United States of America'],"['Coming of age', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film', 'Teen']"
22342112,/m/05t022w,Petersen,1974.0,1363000.0,97.0,['English Language'],['Australia'],['Drama']
4836072,/m/0cq7kw,My Fair Lady,1964.0,72000000.0,172.0,['English Language'],['United States of America'],"['Costume drama', 'Roadshow theatrical release', 'Musical', 'Drama', 'Comedy', 'Romance Film', 'Family Film']"
2121431,/m/06nmwj,The House of Yes,1997.0,626057.0,85.0,['English Language'],['United States of America'],"['Sex comedy', 'Indie', 'Cult', 'Drama', 'Comedy', 'Film adaptation', 'Black comedy']"
736262,/m/036z4q,The Sure Thing,1985.0,18135531.0,95.0,['English Language'],['United States of America'],"['Romantic comedy', 'Adventure', 'Road movie', 'Coming of age', 'Comedy', 'Drama', 'Romance Film', 'Teen']"
4360088,/m/0bz3jx,"Paris, je t'aime",2006.0,17471727.0,110.0,"['French Language', 'Arabic Language', 'Standard Mandarin', 'English Language', 'Spanish Language']","['Switzerland', 'France', 'Germany']","['World cinema', 'Anthology', 'Drama', 'Romantic drama', 'Romance Film', 'Time travel']"
5240350,/m/0d9j9b,Big Bad Mama,1974.0,4000000.0,83.0,['English Language'],['United States of America'],"['Crime Fiction', 'Action/Adventure', 'Action', 'Comedy', 'Crime Thriller']"
32066330,/m/0gw_pc6,Overheard 2,2011.0,159000000.0,121.0,"['Cantonese', 'Standard Cantonese']","['Hong Kong', 'China']","['Crime Fiction', 'Mystery', 'Action', 'Drama', 'Thriller']"
18195326,/m/04cth_t,Life is Cool,2008.0,28100.0,95.0,['Korean Language'],['South Korea'],['Romance Film']
12095072,/m/02vpp9c,House of Cards,1993.0,322871.0,109.0,['English Language'],['United States of America'],['Drama']
24434151,/m/07s7ql5,Gangster's Paradise: Jerusalema,2008.0,4958.0,120.0,[],['South Africa'],"['Crime Fiction', 'Gangster Film', 'Drama', 'World cinema', 'Crime Thriller']"
27383563,/m/0by1wkq,Looper,2012.0,136513833.0,118.0,['English Language'],['United States of America'],"['Science Fiction', 'Action']"
5565338,/m/0dstt0,Stroker Ace,1983.0,13000000.0,94.0,['English Language'],['United States of America'],"['Action/Adventure', 'Screwball comedy', 'Action Comedy', 'Sports', 'Comedy', 'Action', 'Auto racing']"
6244632,/m/0fymw0,Crossover,2006.0,7009668.0,95.0,['English Language'],['United States of America'],"['Sports', 'Coming of age', 'Action', 'Drama', 'Teen']"
1231856,/m/04kkxx,For Love of the Game,1999.0,46112640.0,137.0,['English Language'],['United States of America'],"['Sports', 'Romantic drama', 'Romance Film', 'Drama']"
1612686,/m/05gmn3,Halloween Resurrection,2002.0,37664855.0,89.0,['English Language'],['United States of America'],"['Cult', 'Horror', 'Slasher', 'Teen']"
31707381,/m/09kjprg,The Way to the Gold,1957.0,2900000.0,94.0,['English Language'],['United States of America'],"['Drama', 'Adventure']"
5080311,/m/0d1t91,The Badlanders,1958.0,2105000.0,85.0,['English Language'],['United States of America'],"['Action/Adventure', 'Crime Fiction', 'Western', 'Action', 'Heist']"
8948959,/m/027qvhg,The Beast of the City,1932.0,408000.0,86.0,['English Language'],['United States of America'],"['Crime Fiction', 'Pre-Code', 'Melodrama', 'Drama', 'Film noir']"
8610844,/m/0279xlz,Three Violent People,1956.0,1200000.0,99.0,['English Language'],['United States of America'],"['Western', 'Family Drama', 'Drama', 'Period piece']"
2028217,/m/06g77c,Inland Empire,2006.0,4028293.0,197.0,"['Polish Language', 'English Language']","['Poland', 'United States of America', 'France']","['Thriller', 'Ensemble Film', 'Horror', 'Indie', 'Experimental film', 'Surrealism', 'Psychological thriller', 'Mystery', 'Drama', 'Avant-garde']"
14613957,/m/03gqmqv,Rose of the Rancho,1914.0,87028.0,93.0,"['Silent film', 'English Language']",['United States of America'],"['Western', 'Silent film', 'Black-and-white', 'Indie']"
4724834,/m/0ck650,Asterix and the Vikings,,22501596.0,78.0,['French Language'],['France'],"[""Children's/Family"", 'Animation']"
34055313,/m/0hr2hsx,American Adobo,,344992.0,104.0,[],[],"['Romantic comedy', 'Romance Film', 'Comedy']"
1157158,/m/04c13q,Death to Smoochy,2002.0,8382938.0,109.0,['English Language'],"['United States of America', 'United Kingdom', 'Germany']","['Parody', 'Black comedy', 'Satire', 'Comedy']"
16647548,/m/03yjhrd,Fixed Bayonets!,1951.0,1450000.0,92.0,['English Language'],['United States of America'],"['Action/Adventure', 'Action', 'Drama', 'Film adaptation', 'War film']"
3028248,/m/08ll9g,Chances Are,1989.0,16278590.0,108.0,['English Language'],['United States of America'],"['Romantic comedy', 'Fantasy', 'Comedy', 'Romance Film', 'Fantasy Comedy', 'Romantic fantasy', 'Religious Film']"
4501185,/m/0c5skt,Universal Soldier: The Return,1999.0,10937893.0,89.0,['English Language'],['United States of America'],"['Action/Adventure', 'Thriller', 'Science Fiction', 'Martial Arts Film', 'Action']"
5877719,/m/0fbct3,3 Strikes,2000.0,9832166.0,83.0,['English Language'],['United States of America'],"['Crime Fiction', 'Crime Comedy', 'Screwball comedy', 'Action/Adventure', 'Comedy', 'Comedy of Errors', 'Action']"
3059075,/m/08ns88,Brain Donors,1992.0,918239.0,79.0,['English Language'],['United States of America'],"['Absurdism', 'Buddy film', 'Comedy', 'Slapstick']"
142274,/m/011xrr,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984.0,6227998.0,102.0,['English Language'],['United States of America'],"['Cult', 'Parody', 'Science Fiction', 'Adventure', 'Comedy']"
26149260,/m/0ccbhm0,Dylan Dog: Dead of Night,2010.0,6734962.0,107.0,['English Language'],['United States of America'],"['Thriller', 'Mystery', 'Science Fiction', 'Horror', 'Comedy']"
26967810,/m/0brzpsy,Of Gods and Men,2010.0,3950029.0,122.0,"['French Language', 'Arabic Language']",['France'],"['History', 'Drama', 'Religious Film', 'World cinema', 'War film']"
1871167,/m/062mn_,Welcome to Mooseport,2004.0,14000000.0,110.0,['English Language'],"['United States of America', 'Germany']","['Political cinema', 'Romance Film', 'Americana', 'Comedy']"
18487239,/m/04f2rzb,Vice Versa,1988.0,13664060.0,98.0,['English Language'],['United States of America'],"['Drama', 'Comedy', 'Film adaptation', 'Fantasy', 'Family Film', 'Teen']"
1217079,/m/04j4tx,The Killing Fields,1984.0,34700291.0,142.0,"['French Language', 'Khmer language', 'English Language']",['United Kingdom'],"['Drama', 'Political drama', 'War film']"
10088120,/m/02q1dbt,The Seven Little Foys,1955.0,4000000.0,93.0,['English Language'],['United States of America'],"['Musical', 'Drama', 'Comedy', 'Biopic [feature]', 'Biographical film', 'Family Film']"
1472852,/m/0547w5,Down and Out in Beverly Hills,1986.0,91411255.0,103.0,['English Language'],['United States of America'],"['Black comedy', 'Comedy of manners', 'Remake', 'Comedy', 'Domestic Comedy']"
6846215,/m/0gs973,Inkheart,2008.0,62450361.0,106.0,['English Language'],"['United States of America', 'United Kingdom', 'Germany']","['Science Fiction', 'Fantasy Adventure', 'Adventure', ""Children's/Family"", 'Fantasy', ""Children's Fantasy"", 'Film adaptation', 'Drama', 'Family Film']"
13194784,/m/03byg0t,Gung Ho!,1943.0,2176489.0,88.0,['English Language'],['United States of America'],"['Action/Adventure', 'Combat Films', 'Action', 'War film']"
12180811,/m/02vt7xf,Fire with Fire,1986.0,4636000.0,104.0,['English Language'],['United States of America'],"['Crime Fiction', 'Melodrama', 'Drama', 'Romantic drama', 'Romance Film', 'Teen']"
5566878,/m/0dsxdc,Tortilla Soup,2001.0,4574762.0,103.0,"['English Language', 'Spanish Language']",['United States of America'],"['Romantic comedy', 'Indie', 'Slice of life story', 'Family Drama', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']"
5876575,/m/0fb9lq,K2,1992.0,3043000.0,104.0,['English Language'],['United Kingdom'],"['Action/Adventure', 'Sports', 'Drama', 'Adventure', 'Film adaptation']"
1480748,/m/054vqy,House Party 3,1994.0,19281235.0,93.0,['English Language'],['United States of America'],"['Cult', 'Coming of age', 'Comedy', 'Teen']"
250012,/m/01l310,Pale Rider,1985.0,41400000.0,115.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Existentialism', 'Action/Adventure', 'Western', 'Drama', 'Action']"
2023704,/m/06fwns,The Bone Collector,1999.0,151493655.0,114.0,['English Language'],['United States of America'],"['Crime Fiction', 'Thriller', 'Psychological thriller', 'Action/Adventure', 'Mystery', 'Drama', 'Crime Thriller', 'Action']"
1480747,/m/054vql,House Party 2,1991.0,19438638.0,94.0,['English Language'],['United States of America'],"['Cult', 'Coming of age', 'Comedy', 'Teen']"
683122,/m/04j1zjw,Bambi,1942.0,267447150.0,69.0,['English Language'],['United States of America'],"['Adventure', ""Children's/Family"", 'Animation', 'Coming of age', ""Children's Fantasy"", 'Animated Musical', 'Drama', 'Fantasy', 'Family Film']"
9457642,/m/0289n83,Man Trouble,1992.0,4096030.0,100.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy']"
10877732,/m/02qsvdf,Last Orders,2001.0,2326407.0,109.0,['English Language'],"['United Kingdom', 'Germany']","['Road movie', 'Drama', 'Indie', 'Ensemble Film']"
26723356,/m/0bmctfz,Tension at Table Rock,1956.0,1400000.0,93.0,['English Language'],['United States of America'],"['Western', 'Drama']"
12695008,/m/02x0srr,"Welcome Home, Roscoe Jenkins",2008.0,42168445.0,114.0,['English Language'],['United States of America'],"['Comedy of manners', 'Drama', 'Comedy', 'Domestic Comedy']"
7351283,/m/0kv5ll,King Richard and the Crusaders,1954.0,2100000.0,113.0,['English Language'],['United States of America'],"['Adventure', 'Costume drama', 'Costume Adventure', 'War film', 'Epic', 'Period piece', 'Drama', 'History', 'Romance Film']"
8219325,/m/026wlxw,Get Smart,2008.0,230685453.0,110.0,"['Russian Language', 'English Language']",['United States of America'],"['Romantic comedy', 'Parody', 'Action Comedy', 'Action/Adventure', 'Comedy', 'Action']"
62688,/m/0gy4k,Foreign Correspondent,1940.0,1598435.0,119.0,"['Dutch Language', 'English Language']",['United States of America'],"['Thriller', 'Political thriller', 'Spy', 'Black-and-white', 'War film']"
468356,/m/02d4bc,Pieces of April,2003.0,3272028.0,81.0,"['English Language', 'Standard Mandarin']",['United States of America'],"['Indie', 'Comedy-drama', 'Holiday Film', 'Drama', 'Comedy', 'Domestic Comedy']"
